,Unnamed: 0,Voltage Set,Current Set,Voltage Measured,Current Measured,key,Voltage Absolute Error,Voltage Percentage Error (%),Current Absolute Error,Current Percentage Error(%),Upper Error Boundary,Lower Error Boundary,Condition ?
40,40,0.5,1.25,0.499943627,1.25,1,5.637299999999845e-05,0.0112745999999996,0.0,0.0,0.15012499999999998,-0.15012499999999998,False
41,41,1.0,1.25,0.999166497,1.25,1,0.0008335029999999,0.0833502999999957,0.0,0.0,0.15025,-0.15025,False
42,42,1.5,1.25,1.49858312,1.25,1,0.00141688,0.0944586666666709,0.0,0.0,0.15037499999999998,-0.15037499999999998,False
43,43,2.0,1.25,1.99860096,1.25,1,0.0013990399999999,0.0699519999999953,0.0,0.0,0.1505,-0.1505,False
44,44,2.5,1.25,2.49821429,1.25,1,0.00178571,0.071428400000002,0.0,0.0,0.15062499999999998,-0.15062499999999998,False
45,45,3.0,1.25,2.99807692,1.25,1,0.00192308,0.0641026666666692,0.0,0.0,0.15075,-0.15075,False
46,46,3.5,1.25,3.49828521,1.25,1,0.0017147899999998,0.0489939999999958,0.0,0.0,0.15087499999999998,-0.15087499999999998,False
47,47,4.0,1.25,3.99903232,1.25,1,0.00096768,0.0241920000000006,0.0,0.0,0.151,-0.151,False
48,48,4.5,1.25,4.49797221,1.25,1,0.0020277899999996,0.045061999999992,0.0,0.0,0.15112499999999998,-0.15112499999999998,False
49,49,5.0,1.25,4.99837154,1.25,1,0.00162846,0.032569200000001,0.0,0.0,0.15125,-0.15125,False
50,50,5.5,1.25,5.49868446,1.25,1,0.0013155400000002,0.0239189090909132,0.0,0.0,0.15137499999999998,-0.15137499999999998,False
51,51,6.0,1.25,5.99870967,1.25,1,0.0012903299999997,0.0215054999999964,0.0,0.0,0.1515,-0.1515,False
52,52,6.5,1.25,6.49877945,1.25,1,0.0012205500000002,0.0187776923076955,0.0,0.0,0.15162499999999998,-0.15162499999999998,False
53,53,7.0,1.25,6.9990062,1.25,1,0.0009937999999998,0.0141971428571403,0.0,0.0,0.15175,-0.15175,False
54,54,7.5,1.25,7.49842175,1.25,1,0.0015782499999996,0.0210433333333289,0.0,0.0,0.15187499999999998,-0.15187499999999998,False
55,55,8.0,1.25,7.99816595,1.25,1,0.0018340500000002,0.0229256250000031,0.0,0.0,0.152,-0.152,False
56,56,8.5,1.25,8.49825216,1.25,1,0.0017478400000001,0.0205628235294137,0.0,0.0,0.15212499999999998,-0.15212499999999998,False
57,57,9.0,1.25,8.99781079,1.25,1,0.0021892099999991,0.0243245555555462,0.0,0.0,0.15225,-0.15225,False
58,58,9.5,1.25,9.4977264,1.25,1,0.0022736000000005,0.023932631578953,0.0,0.0,0.15237499999999998,-0.15237499999999998,False
59,59,10.0,1.25,9.99863361,1.25,1,0.0013663899999993,0.0136638999999938,0.0,0.0,0.1525,-0.1525,False
60,60,10.5,1.25,10.4979285,1.25,1,0.0020714999999995,0.0197285714285672,0.0,0.0,0.15262499999999998,-0.15262499999999998,False
